"ID"	"Beta"	"HR"	"P-value"	"GP1"	"GP2"	"Hr-Inv-lst"	"Concordance"	"Std_Error"
"ATP2A3"	"1.12303002917502"	"3.07415488449801"	"0.0119762093963354"	"147"	"11"	"0.325292653614392"	"0.560940032414911"	"0.0327451563257966"
"ATP2B1"	"1.05644145546798"	"2.87611796331115"	"0.0175665326740708"	"39"	"119"	"0.347690884990247"	"0.590923824959481"	"0.0279804013326897"
"ATP4B"	"0.712818331726356"	"2.03973180632619"	"0.0241241831854153"	"111"	"47"	"0.490260531751536"	"0.581361426256078"	"0.0437293130816327"
"ATP5F1D"	"0.83376288343898"	"2.30196448764057"	"0.0254014702236419"	"133"	"25"	"0.434411566889533"	"0.557212317666126"	"0.0364891293644509"
"ATP5MC2"	"0.977488144227207"	"2.6577719106893"	"0.0138845956637038"	"146"	"12"	"0.376255011191178"	"0.547811993517018"	"0.0280895804128233"
"ATP5ME"	"-0.632489787944477"	"0.531267409772251"	"0.0491859721779153"	"65"	"93"	"1.88229125597727"	"0.563047001620746"	"0.0449749828159235"
"ATP6V0A4"	"0.945632312864636"	"2.57444071602489"	"0.0141763728829217"	"136"	"22"	"0.388433881493324"	"0.566936790923825"	"0.0362595071031946"
"ATP9B"	"1.65014672557093"	"5.2077438803195"	"0.0249272490758896"	"154"	"4"	"0.192021732055427"	"0.523662884927066"	"0.0216779553885281"
"ATR"	"0.756693877172241"	"2.13121848996287"	"0.0272429836509421"	"122"	"36"	"0.469215148380878"	"0.555267423014587"	"0.0398829420174461"
"ATRAID"	"0.7235001839176"	"2.06163670414929"	"0.0232842480073107"	"102"	"56"	"0.485051511736952"	"0.569854132901135"	"0.0450215833818289"
"ATRIP"	"0.726245977634968"	"2.06730531211162"	"0.0416891707392698"	"131"	"27"	"0.483721487165611"	"0.537439222042139"	"0.0344417213269048"
"ATXN7"	"1.46219313996084"	"4.31541346336859"	"0.00735983679223175"	"152"	"6"	"0.231727506179536"	"0.547001620745543"	"0.0291725012292055"
"AUNIP"	"0.889688886038564"	"2.43437216629564"	"0.0147349272677168"	"56"	"102"	"0.410783533366507"	"0.598541329011345"	"0.0425162330830045"
"AURKA"	"0.856256731025885"	"2.35433128333899"	"0.00536016851092305"	"104"	"54"	"0.424749060200978"	"0.623500810372771"	"0.0443691946423102"
"AVPI1"	"-0.91089872500569"	"0.402162627960156"	"0.00561959263235074"	"35"	"123"	"2.4865562597703"	"0.611831442463533"	"0.0429613780892351"
"AWAT1"	"1.19578635704277"	"3.30615656807817"	"0.00730499109839677"	"150"	"8"	"0.302466014360986"	"0.53354943273906"	"0.021496423154675"
"AZU1"	"-0.864858128243606"	"0.421111292188203"	"0.00888001170027032"	"81"	"77"	"2.3746691635927"	"0.591896272285251"	"0.0422309498914994"
"B3GAT2"	"-0.713525571393024"	"0.489913922638784"	"0.0293991632857139"	"86"	"72"	"2.0411748958139"	"0.617504051863857"	"0.0371086081855072"
"B3GNT7"	"0.733385279021681"	"2.08211723828252"	"0.0169906838071852"	"91"	"67"	"0.480280351948323"	"0.626094003241491"	"0.0422002213240295"
"B3GNT8"	"0.745555034514625"	"2.10761090719888"	"0.0382908489428692"	"127"	"31"	"0.474470879128753"	"0.570664505672609"	"0.0400165461280774"
"B4GALNT2"	"0.643776060185034"	"1.90365564288934"	"0.0480660860353324"	"108"	"50"	"0.525305090621441"	"0.558833063209076"	"0.0425778171071318"
"B4GALT3"	"1.09856835219113"	"2.99986819346463"	"0.00564922605299533"	"143"	"15"	"0.333347979147402"	"0.567909238249595"	"0.0352004887288033"
"B4GALT7"	"1.23449432677285"	"3.4366402642743"	"0.000528604681255484"	"128"	"30"	"0.290981866910986"	"0.582658022690438"	"0.0395778509913253"
"B4GAT1"	"-1.39874119527746"	"0.246907576823845"	"5.04992695885624e-05"	"28"	"130"	"4.05009847354115"	"0.647974068071313"	"0.0426368600717557"
"BACH2"	"3.70729675806561"	"40.7435179395357"	"7.16726288136677e-06"	"156"	"2"	"0.0245437814546113"	"0.542949756888168"	"0.0287278685737625"
"BAG3"	"-1.32979563517639"	"0.264531316671999"	"0.000524489136205286"	"16"	"142"	"3.78027075425603"	"0.586223662884927"	"0.0369442562955175"
"BAG5"	"1.32323377808662"	"3.75554636547397"	"0.00215639484605818"	"140"	"18"	"0.266272840935568"	"0.591085899513776"	"0.0406324474529689"
"BAHD1"	"1.2046973379104"	"3.33574932040775"	"0.00550345086554602"	"138"	"20"	"0.299782718647984"	"0.547325769854133"	"0.0316669877229146"
"BAIAP3"	"-0.727025894797171"	"0.483344371554629"	"0.0318175078671244"	"29"	"129"	"2.06891826790824"	"0.535980551053485"	"0.0365015356838056"
"BANK1"	"1.67407896227884"	"5.33388018113822"	"0.00109168351123697"	"147"	"11"	"0.187480776852885"	"0.562074554294976"	"0.0317263292642743"
"BASP1"	"-0.672382886969132"	"0.510490685710402"	"0.0320932737556154"	"43"	"115"	"1.95889959991805"	"0.585575364667747"	"0.044228119590077"
"BATF2"	"1.15111559464475"	"3.16171813878463"	"0.000539760251230832"	"106"	"52"	"0.316283728056923"	"0.618314424635332"	"0.0448693605174001"
"BAX"	"1.02220520375362"	"2.77931697134367"	"0.00110509602494725"	"98"	"60"	"0.359800630986161"	"0.648298217179903"	"0.0427538712543432"
"BAZ1B"	"1.7979721648233"	"6.03739220649912"	"7.19565112303712e-07"	"135"	"23"	"0.165634427215698"	"0.629659643435981"	"0.0401523131942586"
